DSA|Title|Level|Question|YoutubeLink
Graphs|Course Schedule II|Medium|<div class="elfjS" data-track-load="description_content"><p>There are a total of <code>numCourses</code> courses you have to take, labeled from <code>0</code> to <code>numCourses - 1</code>. You are given an array <code>prerequisites</code> where <code>prerequisites[i] = [a<sub>i</sub>, b<sub>i</sub>]</code> indicates that you <strong>must</strong> take course <code>b<sub>i</sub></code> first if you want to take course <code>a<sub>i</sub></code>.</p> <ul> 	<li>For example, the pair <code>[0, 1]</code>, indicates that to take course <code>0</code> you have to first take course <code>1</code>.</li> </ul> <p>Return <em>the ordering of courses you should take to finish all courses</em>. If there are many valid answers, return <strong>any</strong> of them. If it is impossible to finish all courses, return <strong>an empty array</strong>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> numCourses = 2, prerequisites = [[1,0]] <strong>Output:</strong> [0,1] <strong>Explanation:</strong> There are a total of 2 courses to take. To take course 1 you should have finished course 0. So the correct course order is [0,1]. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> numCourses = 4, prerequisites = [[1,0],[2,0],[3,1],[3,2]] <strong>Output:</strong> [0,2,1,3] <strong>Explanation:</strong> There are a total of 4 courses to take. To take course 3 you should have finished both courses 1 and 2. Both courses 1 and 2 should be taken after you finished course 0. So one correct course order is [0,1,2,3]. Another correct ordering is [0,2,1,3]. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> numCourses = 1, prerequisites = [] <strong>Output:</strong> [0] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= numCourses &lt;= 2000</code></li> 	<li><code>0 &lt;= prerequisites.length &lt;= numCourses * (numCourses - 1)</code></li> 	<li><code>prerequisites[i].length == 2</code></li> 	<li><code>0 &lt;= a<sub>i</sub>, b<sub>i</sub> &lt; numCourses</code></li> 	<li><code>a<sub>i</sub> != b<sub>i</sub></code></li> 	<li>All the pairs <code>[a<sub>i</sub>, b<sub>i</sub>]</code> are <strong>distinct</strong>.</li> </ul> </div>|https://www.youtube.com/watch?v=Akt3glAwyfY
Graphs|Graph Valid Tree|Medium|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=bXsUuownnoQ
Graphs|Number of Connected Components In An Undirected Graph|Medium|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=8f1XPm4WOUc
Graphs|Redundant Connection|Medium|<div class="elfjS" data-track-load="description_content"><p>In this problem, a tree is an <strong>undirected graph</strong> that is connected and has no cycles.</p> <p>You are given a graph that started as a tree with <code>n</code> nodes labeled from <code>1</code> to <code>n</code>, with one additional edge added. The added edge has two <strong>different</strong> vertices chosen from <code>1</code> to <code>n</code>, and was not an edge that already existed. The graph is represented as an array <code>edges</code> of length <code>n</code> where <code>edges[i] = [a<sub>i</sub>, b<sub>i</sub>]</code> indicates that there is an edge between nodes <code>a<sub>i</sub></code> and <code>b<sub>i</sub></code> in the graph.</p> <p>Return <em>an edge that can be removed so that the resulting graph is a tree of </em><code>n</code><em> nodes</em>. If there are multiple answers, return the answer that occurs last in the input.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/05/02/reduntant1-1-graph.jpg" style="width: 222px; height: 222px;"> <pre><strong>Input:</strong> edges = [[1,2],[1,3],[2,3]] <strong>Output:</strong> [2,3] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/05/02/reduntant1-2-graph.jpg" style="width: 382px; height: 222px;"> <pre><strong>Input:</strong> edges = [[1,2],[2,3],[3,4],[1,4],[1,5]] <strong>Output:</strong> [1,4] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == edges.length</code></li> 	<li><code>3 &lt;= n &lt;= 1000</code></li> 	<li><code>edges[i].length == 2</code></li> 	<li><code>1 &lt;= a<sub>i</sub> &lt; b<sub>i</sub> &lt;= edges.length</code></li> 	<li><code>a<sub>i</sub> != b<sub>i</sub></code></li> 	<li>There are no repeated edges.</li> 	<li>The given graph is connected.</li> </ul> </div>|https://www.youtube.com/watch?v=FXWRE67PLL0
Graphs|Word Ladder|Hard|<div class="elfjS" data-track-load="description_content"><p>A <strong>transformation sequence</strong> from word <code>beginWord</code> to word <code>endWord</code> using a dictionary <code>wordList</code> is a sequence of words <code>beginWord -&gt; s<sub>1</sub> -&gt; s<sub>2</sub> -&gt; ... -&gt; s<sub>k</sub></code> such that:</p> <ul> 	<li>Every adjacent pair of words differs by a single letter.</li> 	<li>Every <code>s<sub>i</sub></code> for <code>1 &lt;= i &lt;= k</code> is in <code>wordList</code>. Note that <code>beginWord</code> does not need to be in <code>wordList</code>.</li> 	<li><code>s<sub>k</sub> == endWord</code></li> </ul> <p>Given two words, <code>beginWord</code> and <code>endWord</code>, and a dictionary <code>wordList</code>, return <em>the <strong>number of words</strong> in the <strong>shortest transformation sequence</strong> from</em> <code>beginWord</code> <em>to</em> <code>endWord</code><em>, or </em><code>0</code><em> if no such sequence exists.</em></p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> beginWord = "hit", endWord = "cog", wordList = ["hot","dot","dog","lot","log","cog"] <strong>Output:</strong> 5 <strong>Explanation:</strong> One shortest transformation sequence is "hit" -&gt; "hot" -&gt; "dot" -&gt; "dog" -&gt; cog", which is 5 words long. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> beginWord = "hit", endWord = "cog", wordList = ["hot","dot","dog","lot","log"] <strong>Output:</strong> 0 <strong>Explanation:</strong> The endWord "cog" is not in wordList, therefore there is no valid transformation sequence. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= beginWord.length &lt;= 10</code></li> 	<li><code>endWord.length == beginWord.length</code></li> 	<li><code>1 &lt;= wordList.length &lt;= 5000</code></li> 	<li><code>wordList[i].length == beginWord.length</code></li> 	<li><code>beginWord</code>, <code>endWord</code>, and <code>wordList[i]</code> consist of lowercase English letters.</li> 	<li><code>beginWord != endWord</code></li> 	<li>All the words in <code>wordList</code> are <strong>unique</strong>.</li> </ul> </div>|https://www.youtube.com/watch?v=h9iTnkgv05E
Advanced Graphs|Reconstruct Itinerary|Hard|<div class="elfjS" data-track-load="description_content"><p>You are given a list of airline <code>tickets</code> where <code>tickets[i] = [from<sub>i</sub>, to<sub>i</sub>]</code> represent the departure and the arrival airports of one flight. Reconstruct the itinerary in order and return it.</p> <p>All of the tickets belong to a man who departs from <code>"JFK"</code>, thus, the itinerary must begin with <code>"JFK"</code>. If there are multiple valid itineraries, you should return the itinerary that has the smallest lexical order when read as a single string.</p> <ul> 	<li>For example, the itinerary <code>["JFK", "LGA"]</code> has a smaller lexical order than <code>["JFK", "LGB"]</code>.</li> </ul> <p>You may assume all tickets form at least one valid itinerary. You must use all the tickets once and only once.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/03/14/itinerary1-graph.jpg" style="width: 382px; height: 222px;"> <pre><strong>Input:</strong> tickets = [["MUC","LHR"],["JFK","MUC"],["SFO","SJC"],["LHR","SFO"]] <strong>Output:</strong> ["JFK","MUC","LHR","SFO","SJC"] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/03/14/itinerary2-graph.jpg" style="width: 222px; height: 230px;"> <pre><strong>Input:</strong> tickets = [["JFK","SFO"],["JFK","ATL"],["SFO","ATL"],["ATL","JFK"],["ATL","SFO"]] <strong>Output:</strong> ["JFK","ATL","JFK","SFO","ATL","SFO"] <strong>Explanation:</strong> Another possible reconstruction is ["JFK","SFO","ATL","JFK","ATL","SFO"] but it is larger in lexical order. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= tickets.length &lt;= 300</code></li> 	<li><code>tickets[i].length == 2</code></li> 	<li><code>from<sub>i</sub>.length == 3</code></li> 	<li><code>to<sub>i</sub>.length == 3</code></li> 	<li><code>from<sub>i</sub></code> and <code>to<sub>i</sub></code> consist of uppercase English letters.</li> 	<li><code>from<sub>i</sub> != to<sub>i</sub></code></li> </ul> </div>|https://www.youtube.com/watch?v=ZyB_gQ8vqGA
Advanced Graphs|Min Cost to Connect All Points|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an array <code>points</code> representing integer coordinates of some points on a 2D-plane, where <code>points[i] = [x<sub>i</sub>, y<sub>i</sub>]</code>.</p> <p>The cost of connecting two points <code>[x<sub>i</sub>, y<sub>i</sub>]</code> and <code>[x<sub>j</sub>, y<sub>j</sub>]</code> is the <strong>manhattan distance</strong> between them: <code>\x<sub>i</sub> - x<sub>j</sub>\ + \y<sub>i</sub> - y<sub>j</sub>\</code>, where <code>\val\</code> denotes the absolute value of <code>val</code>.</p> <p>Return <em>the minimum cost to make all points connected.</em> All points are connected if there is <strong>exactly one</strong> simple path between any two points.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/08/26/d.png" style="width: 214px; height: 268px;"> <pre><strong>Input:</strong> points = [[0,0],[2,2],[3,10],[5,2],[7,0]] <strong>Output:</strong> 20 <strong>Explanation:</strong>  <img alt="" src="https://assets.leetcode.com/uploads/2020/08/26/c.png" style="width: 214px; height: 268px;"> We can connect the points as shown above to get the minimum cost of 20. Notice that there is a unique path between every pair of points. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> points = [[3,12],[-2,5],[-4,1]] <strong>Output:</strong> 18 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= points.length &lt;= 1000</code></li> 	<li><code>-10<sup>6</sup> &lt;= x<sub>i</sub>, y<sub>i</sub> &lt;= 10<sup>6</sup></code></li> 	<li>All pairs <code>(x<sub>i</sub>, y<sub>i</sub>)</code> are distinct.</li> </ul> </div>|https://www.youtube.com/watch?v=f7JOBJIC-NA
Advanced Graphs|Network Delay Time|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given a network of <code>n</code> nodes, labeled from <code>1</code> to <code>n</code>. You are also given <code>times</code>, a list of travel times as directed edges <code>times[i] = (u<sub>i</sub>, v<sub>i</sub>, w<sub>i</sub>)</code>, where <code>u<sub>i</sub></code> is the source node, <code>v<sub>i</sub></code> is the target node, and <code>w<sub>i</sub></code> is the time it takes for a signal to travel from source to target.</p> <p>We will send a signal from a given node <code>k</code>. Return <em>the <strong>minimum</strong> time it takes for all the</em> <code>n</code> <em>nodes to receive the signal</em>. If it is impossible for all the <code>n</code> nodes to receive the signal, return <code>-1</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2019/05/23/931_example_1.png" style="width: 217px; height: 239px;"> <pre><strong>Input:</strong> times = [[2,1,1],[2,3,1],[3,4,1]], n = 4, k = 2 <strong>Output:</strong> 2 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> times = [[1,2,1]], n = 2, k = 1 <strong>Output:</strong> 1 </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> times = [[1,2,1]], n = 2, k = 2 <strong>Output:</strong> -1 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= k &lt;= n &lt;= 100</code></li> 	<li><code>1 &lt;= times.length &lt;= 6000</code></li> 	<li><code>times[i].length == 3</code></li> 	<li><code>1 &lt;= u<sub>i</sub>, v<sub>i</sub> &lt;= n</code></li> 	<li><code>u<sub>i</sub> != v<sub>i</sub></code></li> 	<li><code>0 &lt;= w<sub>i</sub> &lt;= 100</code></li> 	<li>All the pairs <code>(u<sub>i</sub>, v<sub>i</sub>)</code> are <strong>unique</strong>. (i.e., no multiple edges.)</li> </ul> </div>|https://www.youtube.com/watch?v=EaphyqKU4PQ
Advanced Graphs|Swim In Rising Water|Hard|<div class="elfjS" data-track-load="description_content"><p>You are given an <code>n x n</code> integer matrix <code>grid</code> where each value <code>grid[i][j]</code> represents the elevation at that point <code>(i, j)</code>.</p> <p>The rain starts to fall. At time <code>t</code>, the depth of the water everywhere is <code>t</code>. You can swim from a square to another 4-directionally adjacent square if and only if the elevation of both squares individually are at most <code>t</code>. You can swim infinite distances in zero time. Of course, you must stay within the boundaries of the grid during your swim.</p> <p>Return <em>the least time until you can reach the bottom right square </em><code>(n - 1, n - 1)</code><em> if you start at the top left square </em><code>(0, 0)</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/06/29/swim1-grid.jpg" style="width: 164px; height: 165px;"> <pre><strong>Input:</strong> grid = [[0,2],[1,3]] <strong>Output:</strong> 3 Explanation: At time 0, you are in grid location (0, 0). You cannot go anywhere else because 4-directionally adjacent neighbors have a higher elevation than t = 0. You cannot reach point (1, 1) until time 3. When the depth of water is 3, we can swim anywhere inside the grid. </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/06/29/swim2-grid-1.jpg" style="width: 404px; height: 405px;"> <pre><strong>Input:</strong> grid = [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]] <strong>Output:</strong> 16 <strong>Explanation:</strong> The final route is shown. We need to wait until time 16 so that (0, 0) and (4, 4) are connected. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == grid.length</code></li> 	<li><code>n == grid[i].length</code></li> 	<li><code>1 &lt;= n &lt;= 50</code></li> 	<li><code>0 &lt;= grid[i][j] &lt;&nbsp;n<sup>2</sup></code></li> 	<li>Each value <code>grid[i][j]</code> is <strong>unique</strong>.</li> </ul> </div>|https://www.youtube.com/watch?v=amvrKlMLuGY
Advanced Graphs|Alien Dictionary|Hard|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=6kTZYvNNyps
Advanced Graphs|Cheapest Flights Within K Stops|Medium|<div class="elfjS" data-track-load="description_content"><p>There are <code>n</code> cities connected by some number of flights. You are given an array <code>flights</code> where <code>flights[i] = [from<sub>i</sub>, to<sub>i</sub>, price<sub>i</sub>]</code> indicates that there is a flight from city <code>from<sub>i</sub></code> to city <code>to<sub>i</sub></code> with cost <code>price<sub>i</sub></code>.</p> <p>You are also given three integers <code>src</code>, <code>dst</code>, and <code>k</code>, return <em><strong>the cheapest price</strong> from </em><code>src</code><em> to </em><code>dst</code><em> with at most </em><code>k</code><em> stops. </em>If there is no such route, return<em> </em><code>-1</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-3drawio.png" style="width: 332px; height: 392px;"> <pre><strong>Input:</strong> n = 4, flights = [[0,1,100],[1,2,100],[2,0,100],[1,3,600],[2,3,200]], src = 0, dst = 3, k = 1 <strong>Output:</strong> 700 <strong>Explanation:</strong> The graph is shown above. The optimal path with at most 1 stop from city 0 to 3 is marked in red and has cost 100 + 600 = 700. Note that the path through cities [0,1,2,3] is cheaper but is invalid because it uses 2 stops. </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-1drawio.png" style="width: 332px; height: 242px;"> <pre><strong>Input:</strong> n = 3, flights = [[0,1,100],[1,2,100],[0,2,500]], src = 0, dst = 2, k = 1 <strong>Output:</strong> 200 <strong>Explanation:</strong> The graph is shown above. The optimal path with at most 1 stop from city 0 to 2 is marked in red and has cost 100 + 100 = 200. </pre> <p><strong class="example">Example 3:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2022/03/18/cheapest-flights-within-k-stops-2drawio.png" style="width: 332px; height: 242px;"> <pre><strong>Input:</strong> n = 3, flights = [[0,1,100],[1,2,100],[0,2,500]], src = 0, dst = 2, k = 0 <strong>Output:</strong> 500 <strong>Explanation:</strong> The graph is shown above. The optimal path with no stops from city 0 to 2 is marked in red and has cost 500. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= n &lt;= 100</code></li> 	<li><code>0 &lt;= flights.length &lt;= (n * (n - 1) / 2)</code></li> 	<li><code>flights[i].length == 3</code></li> 	<li><code>0 &lt;= from<sub>i</sub>, to<sub>i</sub> &lt; n</code></li> 	<li><code>from<sub>i</sub> != to<sub>i</sub></code></li> 	<li><code>1 &lt;= price<sub>i</sub> &lt;= 10<sup>4</sup></code></li> 	<li>There will not be any multiple flights between two cities.</li> 	<li><code>0 &lt;= src, dst, k &lt; n</code></li> 	<li><code>src != dst</code></li> </ul> </div>|https://www.youtube.com/watch?v=5eIK3zUdYmE
